customer_id,age,country,booking_date,room_type,booking_channel,lead_time,adr(average daily rate),is_cancelled,total_revenue,booking_month,customer_risk_category,total_guests,stay_duration
263,37,India,31-03-2023,Deluxe,Agent,138,9454.82,1,18909.64,March,High Risk,3,10
265,36,USA,30-05-2023,Deluxe,Agent,89,4510.41,0,58635.33,May,Medium Risk,2,17
267,20,India,18-05-2023,Deluxe,Agent,138,6496.09,1,90945.26,May,High Risk,2,14
272,69,UAE,28-12-2023,Deluxe,Corporate,86,8363.91,0,25091.73,December,Medium Risk,3,16
274,50,USA,31-03-2023,Deluxe,Corporate,62,9366.17,1,103027.87,March,Medium Risk,4,2
277,35,USA,02-03-2023,Deluxe,Corporate,120,7862.78,1,31451.12,March,High Risk,4,5
278,57,India,30-12-2023,Deluxe,Corporate,101,6460.73,1,32303.65,December,High Risk,4,13
285,48,Germany,18-03-2023,Deluxe,Corporate,15,7494.56,1,67451.04,March,Low Risk,4,15
287,59,UK,22-04-2023,Deluxe,Agent,118,10164.76,1,10164.76,April,High Risk,4,20
289,24,Germany,01-07-2023,Deluxe,Corporate,131,12073.48,1,156955.24,July,High Risk,4,15
292,65,UK,13-10-2023,Deluxe,Agent,141,13417.8,1,26835.6,October,High Risk,4,18
293,69,Germany,15-04-2023,Deluxe,Agent,93,13209.6,0,184934.4,April,Medium Risk,3,19
297,65,Germany,30-07-2023,Deluxe,Online,127,10019.96,1,100199.6,July,High Risk,2,19
298,29,USA,31-01-2023,Deluxe,Online,10,14335.25,1,57341,January,Low Risk,2,3
301,49,India,02-06-2023,Deluxe,Agent,23,8841.48,0,97256.28,June,Low Risk,2,7
302,26,UK,15-07-2023,Deluxe,Corporate,167,14719.3,1,147193,July,High Risk,2,7
304,52,USA,19-06-2023,Deluxe,Corporate,41,4113.07,0,49356.84,June,Low Risk,3,18
305,36,USA,23-12-2023,Deluxe,Corporate,20,12601.38,1,25202.76,December,Low Risk,4,20
308,20,India,20-08-2023,Deluxe,Corporate,80,2116.9,0,25402.8,August,Medium Risk,2,10
310,41,UK,25-12-2023,Deluxe,Online,123,5139.36,1,41114.88,December,High Risk,2,9
312,41,UAE,01-02-2023,Deluxe,Corporate,61,5262.09,1,42096.72,February,Medium Risk,2,20
315,66,UAE,17-07-2023,Deluxe,Corporate,141,6554.13,1,19662.39,July,High Risk,4,20
321,52,UAE,07-03-2023,Deluxe,Agent,95,10480.51,0,104805.1,March,Medium Risk,2,4
323,42,Germany,23-03-2023,Deluxe,Corporate,18,6204.83,1,49638.64,March,Low Risk,2,11
325,42,UK,24-11-2023,Deluxe,Online,84,2237.8,0,8951.2,November,Medium Risk,2,6
331,52,UK,29-07-2023,Deluxe,Agent,90,14613.97,0,14613.97,July,Medium Risk,3,11
332,33,UK,29-09-2023,Deluxe,Corporate,86,13531.44,0,148845.84,September,Medium Risk,4,13
335,50,UAE,06-06-2023,Deluxe,Corporate,97,8296.89,0,33187.56,June,Medium Risk,2,17
339,38,Germany,22-01-2023,Deluxe,Agent,53,3517.9,0,31661.1,January,Medium Risk,3,15
340,65,UK,24-03-2023,Deluxe,Agent,58,5256.63,0,57822.93,March,Medium Risk,3,15
347,65,UAE,28-10-2023,Deluxe,Online,68,2392.23,0,28706.76,October,Medium Risk,4,3
351,39,UAE,23-05-2023,Deluxe,Online,151,13653.15,1,54612.6,May,High Risk,3,13
352,63,Germany,07-07-2023,Deluxe,Agent,143,9759.43,1,78075.44,July,High Risk,2,9
357,68,Germany,23-01-2023,Deluxe,Corporate,120,10266.04,1,51330.2,January,High Risk,3,14
358,25,Germany,21-12-2023,Deluxe,Online,115,11504.58,1,57522.9,December,High Risk,3,17
359,44,UAE,06-02-2023,Deluxe,Agent,134,2844.77,1,31292.47,February,High Risk,4,16
363,47,Germany,09-11-2023,Deluxe,Agent,3,7939.5,1,103213.5,November,Low Risk,2,15
365,45,USA,08-10-2023,Deluxe,Online,31,2709.98,0,2709.98,October,Low Risk,4,8
367,50,India,06-02-2023,Deluxe,Online,101,7709.77,1,15419.54,February,High Risk,2,6
372,52,UAE,28-08-2023,Deluxe,Online,171,8400.1,1,33600.4,August,High Risk,2,3
377,47,Germany,21-11-2023,Deluxe,Corporate,35,2121.26,0,12727.56,November,Low Risk,4,6
379,63,UAE,07-06-2023,Deluxe,Corporate,23,4065.11,0,44716.21,June,Low Risk,2,1
380,23,USA,31-10-2023,Deluxe,Online,118,6007.72,1,60077.2,October,High Risk,4,3
381,52,UK,22-04-2023,Deluxe,Agent,130,3458.23,1,10374.69,April,High Risk,4,16
386,66,UK,14-10-2023,Deluxe,Online,86,12595.15,0,62975.75,October,Medium Risk,2,12
388,48,UAE,08-10-2023,Deluxe,Corporate,96,6590.95,0,59318.55,October,Medium Risk,2,16
390,50,Germany,08-01-2023,Deluxe,Corporate,153,2466.31,1,27129.41,January,High Risk,4,7
391,69,USA,12-07-2023,Deluxe,Corporate,1,3472.42,0,24306.94,July,Low Risk,3,12
393,49,Germany,07-01-2023,Deluxe,Corporate,39,12217.71,0,97741.68,January,Low Risk,2,10
394,40,Germany,16-05-2023,Deluxe,Agent,136,7263.34,1,36316.7,May,High Risk,2,11
399,59,UK,10-02-2023,Deluxe,Agent,131,6544.29,1,32721.45,February,High Risk,3,12
404,41,UK,14-12-2023,Deluxe,Agent,54,9458.91,0,56753.46,December,Medium Risk,2,17
405,67,Germany,13-08-2023,Deluxe,Online,135,11803.22,1,141638.64,August,High Risk,2,5
406,49,USA,27-11-2023,Deluxe,Agent,72,6171.83,1,67890.13,November,Medium Risk,3,13
407,64,India,19-11-2023,Deluxe,Agent,97,11776.11,0,117761.1,November,Medium Risk,3,20
409,40,UK,26-04-2023,Deluxe,Online,113,3355.64,1,20133.84,April,High Risk,2,19
412,59,USA,14-06-2023,Deluxe,Agent,39,3533.4,0,24733.8,June,Low Risk,4,5
415,34,USA,13-02-2023,Deluxe,Agent,38,2825.64,0,33907.68,February,Low Risk,4,12
418,26,Germany,26-04-2023,Deluxe,Corporate,51,5570.76,1,27853.8,April,Medium Risk,2,11
421,56,India,02-04-2023,Deluxe,Online,146,9446.33,1,113355.96,April,High Risk,3,4
427,42,USA,07-12-2023,Deluxe,Online,169,9439.28,1,66074.96,December,High Risk,2,17
432,62,Germany,27-11-2023,Deluxe,Agent,96,2472.83,0,29673.96,November,Medium Risk,4,6
433,37,Germany,24-07-2023,Deluxe,Agent,21,8501.57,1,17003.14,July,Low Risk,3,3
440,68,UK,22-05-2023,Deluxe,Agent,117,3654.87,1,47513.31,May,High Risk,3,17
441,40,India,11-09-2023,Deluxe,Online,143,8479.01,1,76311.09,September,High Risk,2,6
443,45,UAE,12-09-2023,Deluxe,Corporate,9,12966.87,0,77801.22,September,Low Risk,3,6
447,40,India,11-04-2023,Deluxe,Online,119,11489.9,1,103409.1,April,High Risk,3,20
452,39,UAE,08-03-2023,Deluxe,Agent,161,11550.07,1,57750.35,March,High Risk,3,7
454,69,UAE,12-08-2023,Deluxe,Online,109,14330.88,1,28661.76,August,High Risk,2,8
455,59,Germany,01-01-2023,Deluxe,Agent,0,3779.33,0,7558.66,January,Low Risk,2,7
457,32,Germany,19-04-2023,Deluxe,Online,51,13340.42,0,53361.68,April,Medium Risk,2,16
461,25,India,18-05-2023,Deluxe,Online,46,12121.95,1,157585.35,May,Low Risk,4,19
463,61,India,19-09-2023,Deluxe,Online,82,5634.16,1,67609.92,September,Medium Risk,3,12
464,22,Germany,04-08-2023,Deluxe,Agent,18,7288.33,0,7288.33,August,Low Risk,4,13
473,52,UAE,10-08-2023,Deluxe,Agent,172,9482.09,1,85338.81,August,High Risk,4,10
475,69,USA,29-07-2023,Deluxe,Corporate,136,14948.21,1,104637.47,July,High Risk,3,13
476,33,India,12-03-2023,Deluxe,Agent,150,9541.24,1,66788.68,March,High Risk,2,1
479,59,India,19-09-2023,Deluxe,Agent,155,11108.89,1,77762.23,September,High Risk,3,1
486,54,UK,15-11-2023,Deluxe,Agent,56,13037.63,1,39112.89,November,Medium Risk,3,16
487,43,India,01-10-2023,Deluxe,Online,65,4638.61,0,4638.61,October,Medium Risk,3,6
488,40,UK,29-11-2023,Deluxe,Online,131,2794.56,1,8383.68,November,High Risk,4,4
492,18,Germany,27-04-2023,Deluxe,Corporate,128,8840.58,1,114927.54,April,High Risk,4,6
496,65,Germany,12-08-2023,Deluxe,Agent,69,14567.86,0,14567.86,August,Medium Risk,2,1
499,62,UK,15-12-2023,Deluxe,Corporate,102,3746.82,1,33721.38,December,High Risk,4,6
506,20,UAE,02-04-2023,Deluxe,Corporate,19,3318.94,0,9956.82,April,Low Risk,2,3
507,29,UAE,24-09-2023,Deluxe,Agent,77,12342.76,0,148113.12,September,Medium Risk,4,17
510,68,UK,08-01-2023,Deluxe,Corporate,71,6364.68,1,50917.44,January,Medium Risk,4,5
511,54,USA,17-11-2023,Deluxe,Agent,171,11409.58,1,68457.48,November,High Risk,3,5
519,47,Germany,14-03-2023,Deluxe,Online,79,3535.91,0,21215.46,March,Medium Risk,3,11
520,63,USA,28-02-2023,Deluxe,Corporate,8,11687.91,0,11687.91,February,Low Risk,4,9
524,33,USA,17-02-2023,Deluxe,Corporate,140,8350.67,1,25052.01,February,High Risk,2,11
525,43,India,06-10-2023,Deluxe,Agent,128,12210.14,1,170941.96,October,High Risk,4,19
528,38,USA,07-11-2023,Deluxe,Online,151,4788.89,1,28733.34,November,High Risk,2,6
532,47,USA,16-04-2023,Deluxe,Online,67,5132.5,1,35927.5,April,Medium Risk,2,16
533,54,USA,08-04-2023,Deluxe,Corporate,53,10486.23,0,104862.3,April,Medium Risk,3,6
534,40,UK,25-09-2023,Deluxe,Online,10,12501.64,1,137518.04,September,Low Risk,3,4
535,27,UAE,01-03-2023,Deluxe,Online,150,11911.25,1,83378.75,March,High Risk,3,15
536,22,UAE,04-11-2023,Deluxe,Agent,128,9883.35,1,98833.5,November,High Risk,2,4
544,18,India,29-11-2023,Deluxe,Corporate,60,14347.68,0,28695.36,November,Medium Risk,3,6
548,33,UK,15-09-2023,Deluxe,Corporate,24,8955.65,0,62689.55,September,Low Risk,2,16
550,33,UK,11-11-2023,Deluxe,Agent,175,7821.25,1,101676.25,November,High Risk,3,1
553,45,UAE,15-10-2023,Deluxe,Online,40,14413.45,1,129721.05,October,Low Risk,4,6
560,52,USA,26-03-2023,Deluxe,Corporate,56,5122.51,0,15367.53,March,Medium Risk,4,6
564,60,UAE,26-09-2023,Deluxe,Agent,176,5909.7,1,70916.4,September,High Risk,2,12
569,50,Germany,14-12-2023,Deluxe,Corporate,40,10150.59,0,111656.49,December,Low Risk,2,7
570,57,UK,22-05-2023,Deluxe,Corporate,104,13170.63,1,118535.67,May,High Risk,2,8
571,27,India,25-05-2023,Deluxe,Online,6,4223.97,1,25343.82,May,Low Risk,4,9
578,63,Germany,02-08-2023,Deluxe,Agent,45,13922.53,1,194915.42,August,Low Risk,2,3
579,19,Germany,18-05-2023,Deluxe,Online,164,3759.42,1,33834.78,May,High Risk,3,5
580,68,UAE,19-07-2023,Deluxe,Corporate,42,6864.12,1,61777.08,July,Low Risk,2,11
581,67,UAE,07-01-2023,Deluxe,Corporate,46,7877.41,0,70896.69,January,Low Risk,4,8
588,43,UK,20-07-2023,Deluxe,Corporate,132,11522.48,1,34567.44,July,High Risk,3,17
594,24,India,12-02-2023,Deluxe,Corporate,105,8294.99,1,116129.86,February,High Risk,2,19
599,46,UK,06-08-2023,Deluxe,Corporate,47,10710.13,0,96391.17,August,Low Risk,3,16
602,38,India,15-08-2023,Deluxe,Agent,29,10860.72,0,43442.88,August,Low Risk,4,3
607,41,UK,02-12-2023,Deluxe,Agent,50,11062.81,0,11062.81,December,Low Risk,3,16
610,52,USA,24-03-2023,Deluxe,Online,177,3646.01,1,47398.13,March,High Risk,2,6
611,65,UK,31-01-2023,Deluxe,Online,157,6341.37,1,38048.22,January,High Risk,2,20
617,41,UK,20-11-2023,Deluxe,Corporate,11,4269.8,0,17079.2,November,Low Risk,3,15
618,40,India,10-09-2023,Deluxe,Corporate,142,10451.1,1,52255.5,September,High Risk,2,6
621,29,USA,24-06-2023,Deluxe,Agent,117,2044.07,1,4088.14,June,High Risk,4,2
622,66,USA,13-07-2023,Deluxe,Corporate,60,13469.99,1,80819.94,July,Medium Risk,3,17
625,42,UK,03-08-2023,Deluxe,Online,8,6079.69,0,72956.28,August,Low Risk,4,10
627,58,USA,07-09-2023,Deluxe,Agent,6,11487.54,0,45950.16,September,Low Risk,2,2
630,66,India,16-03-2023,Deluxe,Agent,78,14997.52,1,209965.28,March,Medium Risk,3,6
632,65,Germany,21-07-2023,Deluxe,Corporate,105,9633.88,1,19267.76,July,High Risk,2,7
633,42,UK,22-05-2023,Deluxe,Online,82,11021.14,1,33063.42,May,Medium Risk,3,4
635,30,UAE,18-07-2023,Deluxe,Corporate,88,12541,1,87787,July,Medium Risk,2,9
637,66,UAE,12-11-2023,Deluxe,Agent,174,11965.7,1,131622.7,November,High Risk,2,5
639,29,India,28-06-2023,Deluxe,Corporate,151,6842.78,1,54742.24,June,High Risk,2,6
640,58,USA,02-10-2023,Deluxe,Agent,49,12197.31,0,60986.55,October,Low Risk,3,3
642,29,USA,23-11-2023,Deluxe,Agent,42,10174.44,0,61046.64,November,Low Risk,4,10
643,26,UK,23-07-2023,Deluxe,Agent,164,11283.89,1,124122.79,July,High Risk,4,15
654,29,USA,24-11-2023,Deluxe,Online,164,14554.14,1,43662.42,November,High Risk,4,14
656,69,Germany,17-03-2023,Deluxe,Agent,39,8282.18,0,16564.36,March,Low Risk,4,15
665,31,UAE,03-03-2023,Deluxe,Agent,15,10235.31,0,40941.24,March,Low Risk,4,9
666,48,Germany,20-01-2023,Deluxe,Online,138,3833.59,1,26835.13,January,High Risk,3,4
667,22,UAE,29-08-2023,Deluxe,Online,20,14840.58,1,118724.64,August,Low Risk,3,20
668,52,Germany,22-07-2023,Deluxe,Corporate,136,2920.08,1,37961.04,July,High Risk,3,3
674,64,USA,28-10-2023,Deluxe,Corporate,50,14956.06,1,209384.84,October,Low Risk,3,13
675,29,India,24-09-2023,Deluxe,Online,79,14661.97,1,131957.73,September,Medium Risk,2,7
680,55,UK,22-04-2023,Deluxe,Agent,169,11132.76,1,11132.76,April,High Risk,4,10
685,59,USA,18-09-2023,Deluxe,Agent,35,11711.07,0,152243.91,September,Low Risk,4,13
689,19,UK,07-09-2023,Deluxe,Agent,64,5638.59,1,33831.54,September,Medium Risk,4,14
692,54,India,02-06-2023,Deluxe,Agent,170,11189.7,1,134276.4,June,High Risk,4,6
698,18,India,22-08-2023,Deluxe,Agent,20,13525.77,0,108206.16,August,Low Risk,2,2
699,39,USA,23-01-2023,Deluxe,Agent,87,4389.34,0,13168.02,January,Medium Risk,2,19
700,69,India,04-04-2023,Deluxe,Agent,12,11277.45,1,22554.9,April,Low Risk,4,12
701,34,UAE,02-09-2023,Deluxe,Corporate,169,13825.09,1,13825.09,September,High Risk,3,16
710,61,Germany,10-03-2023,Deluxe,Corporate,94,8806.05,0,35224.2,March,Medium Risk,3,15
712,44,UAE,06-04-2023,Deluxe,Corporate,99,13642.52,0,54570.08,April,Medium Risk,3,13
717,20,Germany,26-06-2023,Deluxe,Corporate,20,8494.62,1,101935.44,June,Low Risk,3,19
721,45,UK,04-10-2023,Deluxe,Agent,46,13231.68,0,39695.04,October,Low Risk,2,7
722,37,USA,18-05-2023,Deluxe,Corporate,53,6651.29,0,79815.48,May,Medium Risk,3,14
724,25,Germany,12-05-2023,Deluxe,Corporate,127,8885.73,1,79971.57,May,High Risk,4,12
726,56,USA,03-05-2023,Deluxe,Corporate,93,6602.59,0,59423.31,May,Medium Risk,2,18
734,55,Germany,17-05-2023,Deluxe,Agent,8,7108.94,1,35544.7,May,Low Risk,4,8
736,61,USA,25-02-2023,Deluxe,Corporate,119,14829.31,1,133463.79,February,High Risk,3,4
749,37,India,01-07-2023,Deluxe,Online,69,3356.42,0,30207.78,July,Medium Risk,3,1
750,35,UAE,07-08-2023,Deluxe,Online,99,6153.38,1,30766.9,August,Medium Risk,3,1
751,64,Germany,05-10-2023,Deluxe,Online,130,10543.43,1,84347.44,October,High Risk,2,5
756,48,Germany,31-12-2023,Deluxe,Online,104,8697.87,1,52187.22,December,High Risk,4,5
757,18,UK,13-07-2023,Deluxe,Corporate,99,4956.02,1,29736.12,July,Medium Risk,4,1
761,28,Germany,11-04-2023,Deluxe,Online,117,10465.71,1,31397.13,April,High Risk,4,3
763,27,India,20-07-2023,Deluxe,Agent,60,6188.31,0,6188.31,July,Medium Risk,3,5
764,49,India,15-11-2023,Deluxe,Online,169,12257.33,1,73543.98,November,High Risk,4,14
765,33,USA,18-07-2023,Deluxe,Corporate,6,12254.75,1,12254.75,July,Low Risk,4,11
769,41,USA,28-01-2023,Deluxe,Corporate,174,5572.16,1,39005.12,January,High Risk,3,15
771,25,India,17-01-2023,Deluxe,Online,127,4109.98,1,24659.88,January,High Risk,3,16
778,45,UAE,19-07-2023,Deluxe,Online,76,6074.06,0,30370.3,July,Medium Risk,2,14
781,53,India,16-10-2023,Deluxe,Agent,56,9107.68,0,45538.4,October,Medium Risk,4,17
782,44,UK,28-11-2023,Deluxe,Online,10,2998.7,0,17992.2,November,Low Risk,2,12
787,30,UK,26-10-2023,Deluxe,Agent,179,11361.21,1,22722.42,October,High Risk,2,3
789,65,USA,28-02-2023,Deluxe,Corporate,119,13992.68,1,27985.36,February,High Risk,3,7
797,22,Germany,20-06-2023,Deluxe,Online,26,11948.59,0,35845.77,June,Low Risk,4,7
799,42,UAE,26-10-2023,Deluxe,Agent,122,10450.12,1,94051.08,October,High Risk,2,1
800,19,USA,20-07-2023,Deluxe,Online,155,7901.91,1,47411.46,July,High Risk,2,14
802,47,USA,29-09-2023,Deluxe,Corporate,160,3626.35,1,3626.35,September,High Risk,2,17
805,22,UK,31-01-2023,Deluxe,Corporate,177,11759.34,1,164630.76,January,High Risk,2,20
809,49,UAE,11-11-2023,Deluxe,Online,40,4604.22,0,23021.1,November,Low Risk,3,20
812,28,India,20-09-2023,Deluxe,Agent,149,4437.17,1,48808.87,September,High Risk,3,6
813,38,USA,20-10-2023,Deluxe,Agent,33,5481.13,0,54811.3,October,Low Risk,2,7
815,42,USA,16-01-2023,Deluxe,Online,50,9427.45,0,84847.05,January,Low Risk,4,4
817,44,India,26-04-2023,Deluxe,Online,136,5086.15,1,25430.75,April,High Risk,3,16
818,66,UK,28-04-2023,Deluxe,Online,124,3744.91,1,26214.37,April,High Risk,2,16
819,30,USA,27-09-2023,Deluxe,Corporate,142,7926.05,1,95112.6,September,High Risk,4,19
824,18,USA,21-05-2023,Deluxe,Online,27,11568.2,0,46272.8,May,Low Risk,2,11
